Rank	Score	Type	ID	Name	Description
3652	0	cp	BRD-K19220233	JNK-9L	JNK inhibitor
3653	0	cp	BRD-A60245366	AS-601245	JNK inhibitor
3654	0	cp	BRD-K10467831	tibolone	Androgen receptor agonist
3655	0	cp	BRD-K32744045	disulfiram	Aldehyde dehydrogenase inhibitor
3656	0	cp	BRD-A03216249	mepivacaine	Potassium channel blocker
3657	0	cp	BRD-K59570838	homoveratrylamine	Dopamine analog
3658	0	cp	BRD-K39391626	ethylestrenol	Progesterone receptor agonist
3659	0	cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist
3660	0	cp	BRD-A25569250	KI-16425	Lysophosphatidic acid receptor antagonist
3661	0	cp	BRD-K15600710	obatoclax	BCL inhibitor
3662	0	cp	BRD-K15402119	huperzine-a	Acetylcholinesterase inhibitor
3663	0	cp	BRD-K78278890	NM-PP1	Mutant kinase inhibitor
3664	0	cp	BRD-U44700465	HG-5-88-01	Protein kinase inhibitor
3665	0	cp	BRD-A71009679	KUC103420N	-666
3666	0	cp	BRD-K35240538	methylprednisolone	Glucocorticoid receptor agonist
3667	0	cp	BRD-K59633790	VU-0420363-1	SARS coronavirus 3C-like protease inhibitor
3668	0	cp	BRD-A81402010	KU-C103443N	CDC inhibitor
3669	0	cp	BRD-K78659596	MLN-2238	Proteasome inhibitor
3670	0	cp	BRD-K74402642	NSC-632839	Ubiquitin specific protease inhibitor
3671	0	cp	BRD-K73319509	PF-04217903	c-Met inhibitor
3672	0	cp	BRD-A62809825	thapsigargin	ATPase inhibitor
3673	0	cp	BRD-K45068323	W-13	Calmodulin antagonist
3674	0	cp	BRD-A81795050	U-18666A	Oxidosqualene cyclase inhibitor
3675	0	cp	BRD-A84389633	tropanyl-3,5-dimethylbenzoate	Serotonin receptor antagonist
3676	0	cp	BRD-K96778649	tyrphostin-47	EGFR inhibitor
3677	0	cp	BRD-K63516691	T-0156	Phosphodiesterase inhibitor
3678	0	cp	BRD-K84595254	strophanthidin	ATPase inhibitor
3679	0	cp	BRD-K62609077	scoulerine	Adrenergic receptor antagonist
3680	0	cp	BRD-A10715913	sulpiride	Dopamine receptor antagonist
3681	0	cp	BRD-K18905250	ST-91	Adrenergic receptor agonist
3682	0	cp	BRD-A15530910	carpindolol	Adrenergic receptor antagonist
3683	0	cp	BRD-K14767410	SC-560	Cyclooxygenase inhibitor
3684	0	cp	BRD-K59331372	SB-366791	TRPV antagonist
3685	0	cp	BRD-K04414442	SB-222200	Tachykinin antagonist
3686	0	cp	BRD-K34330170	rotenonic-acid	Retinoid receptor antagonist
3687	0	cp	BRD-A28970875	puromycin	Protein synthesis inhibitor
3688	0	cp	BRD-K04170657	psoromic-acid	Ras GTPase inhibitor
3689	0	cp	BRD-K88677950	PD-198306	MAP kinase inhibitor
3690	0	cp	BRD-K40992116	parachlorophenol	Anti-infective
3691	0	cp	BRD-K02590140	O-2050	Cannabinoid receptor antagonist
3692	0	cp	BRD-K13169950	NSC-3852	HDAC inhibitor
3693	0	cp	BRD-K69195780	NAN-190	Serotonin receptor agonist
3694	0	cp	BRD-A63667919	methylergometrine	Dopamine receptor antagonist
3695	0	cp	BRD-K09859624	methantheline	Acetylcholine receptor antagonist
3696	0	cp	BRD-K90524085	MY-5445	Phosphodiesterase inhibitor
3697	0	cp	BRD-K60230970	MG-132	Proteasome inhibitor
3698	0	cp	BRD-K12244279	MEK1-2-inhibitor	MEK inhibitor
3699	0	cp	BRD-A20126139	medrysone	Glucocorticoid receptor agonist
3700	0	cp	BRD-K84987553	MDM2-inhibitor	MDM inhibitor
3701	0	cp	BRD-K06234293	LY-364947	TGF beta receptor inhibitor
3702	0	cp	BRD-K04546108	JAK3-inhibitor-VI	JAK inhibitor
3703	0	cp	BRD-K25906698	immepip	Histamine receptor agonist
3704	0	cp	BRD-A26845397	isamoltan	Adrenergic receptor antagonist
3705	0	cp	BRD-K15196155	IBC-293	Hydroxycarboxylic acid receptor agonist
3706	0	cp	BRD-A77722753	hydralazine	Vasodilator
3707	0	cp	BRD-K76674262	homoharringtonine	Protein synthesis inhibitor
3708	0	cp	BRD-K27737647	H-89	PKA inhibitor
3709	0	cp	BRD-K93258693	GW-9662	PPAR receptor antagonist
3710	0	cp	BRD-K82983861	GW-0742	PPAR receptor agonist
3711	0	cp	BRD-K11634954	GBR-13069	Dopamine uptake inhibitor
3712	0	cp	BRD-K87049188	fusaric-acid	Dopamine beta hydroxylase inhibitor
3713	0	cp	BRD-K88759641	EMD-66684	Angiotensin receptor antagonist
3714	0	cp	BRD-K27450477	EHNA	Adenosine deaminase inhibitor
3715	0	cp	BRD-A51820102	econazole	Bacterial cell wall synthesis inhibitor
3716	0	cp	BRD-K54759182	dosulepin	Norepinephrine reuptake inhibitor
3717	0	cp	BRD-K98521173	desoxycortone	Mineralocorticoid receptor agonist
3718	0	cp	BRD-K94920105	DR-2313	PARP inhibitor
3719	0	cp	BRD-K81521265	dicyclohexylurea	Epoxide hydolase inhibitor
3720	0	cp	BRD-K16508793	diazepam	Benzodiazepine receptor agonist
3721	0	cp	BRD-K71860425	CDK2-5-inhibitor	CDK inhibitor
3722	0	cp	BRD-K67680372	CI-966	GAT inhibitor
3723	0	cp	BRD-A50737080	CGK-733	ATR kinase inhibitor
3724	0	cp	BRD-K10870738	CDC	Lipoxygenase inhibitor
3725	0	cp	BRD-K65503129	HSP90-inhibitor	HSP inhibitor
3726	0	cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor
3727	0	cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor
3728	0	cp	BRD-K11696279	BU-239	Imidazoline receptor agonist
3729	0	cp	BRD-K07507905	BRL-37344	Adrenergic receptor agonist
3730	0	cp	BRD-A15435692	BMY-14802	Sigma receptor antagonist
3731	0	cp	BRD-K18799075	BAY-59-3074	Cannabinoid receptor partial agonist
3732	0	cp	BRD-K91370081	anisomycin	DNA synthesis inhibitor
3733	0	cp	BRD-K07762753	aminopurvalanol-a	Tyrosine kinase inhibitor
3734	0	cp	BRD-K81729199	AQ-RA741	Acetylcholine receptor antagonist
3735	0	cp	BRD-K89930444	AG-592	Tyrosine kinase inhibitor
3736	0	cp	BRD-K94841585	emodic-acid	Laxative
3737	0	cp	BRD-K80348542	cephaeline	Protein synthesis inhibitor
3738	0	cp	BRD-K26548821	quinpirole	Dopamine receptor agonist
3739	0	cp	BRD-K80451230	zamifenacin	Acetylcholine receptor antagonist
3740	0	cp	BRD-K44084986	Y-27632	Rho associated kinase inhibitor
3741	0	cp	BRD-K95655893	MAZ-51	VEGFR inhibitor
3742	0	cp	BRD-K51018020	VAMA-37	DNA dependent protein kinase inhibitor
3743	0	cp	BRD-K20995441	U-54494A	Opioid receptor agonist
3744	0	cp	BRD-K53220666	trimetozine	Sedative
3745	0	cp	BRD-A77299732	salubrinal	Eukaryotic translation initiation factor inhibitor
3746	0	cp	BRD-A58564983	selamectin	Nematocide
3747	0	cp	BRD-A83431637	resmethrin	Cytochrome P450 inhibitor
3748	0	cp	BRD-A34255068	rolipram	Phosphodiesterase inhibitor
3749	0	cp	BRD-A08003242	rhodomyrtoxin-b	sodium fluorescein uptake inhibitor
3750	0	cp	BRD-A45333398	periplocymarin	Apoptosis stimulant
3751	0	cp	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	Chymotrypsin inhibitor
3752	0	cp	BRD-K03319035	maprotiline	Norepinephrine reuptake inhibitor
3753	0	cp	BRD-K64746805	MBCQ	Phosphodiesterase inhibitor
3754	0	cp	BRD-K62792802	LY-83583	Guanylyl cyclase inhibitor
3755	0	cp	BRD-K95899059	LY-344864	Serotonin receptor agonist
3756	0	cp	BRD-A32836748	leu-enkephalin	Opioid receptor agonist
3757	0	cp	BRD-A84389091	L-655708	GABA receptor inverse agonist
3758	0	cp	BRD-K47150025	KI-8751	VEGFR inhibitor
3759	0	cp	BRD-A48809242	IB-MECA	Adenosine receptor agonist
3760	0	cp	BRD-K39746403	erythromycin	NFkB pathway inhibitor
3761	0	cp	BRD-A93236127	digitoxin	ATPase inhibitor
3762	0	cp	BRD-K43389675	daunorubicin	RNA synthesis inhibitor
3763	0	cp	BRD-A64933752	CV-1808	Adenosine receptor agonist
3764	0	cp	BRD-K35498378	alrestatin	Aldose reductase inhibitor
5085	0	cp	BRD-K68407802	KIN001-055	EGFR inhibitor
5086	0	cp	BRD-K23204545	busulfan	DNA inhibitor
5087	0	cp	BRD-K06335600	tizanidine	Adrenergic receptor agonist
5088	0	cp	BRD-K70976396	cefoxitin	Bacterial cell wall synthesis inhibitor
5089	0	cp	BRD-A20239487	atenolol	Adrenergic receptor antagonist
5090	0	cp	BRD-A51382177	fosinopril	ACE inhibitor
5091	0	cp	BRD-K11433652	aspirin	Cyclooxygenase inhibitor
5092	0	cp	BRD-K44497846	enalapril	ACE inhibitor
5093	0	cp	BRD-K35458079	edaravone	Nootropic agent
5094	0	cp	BRD-K12002134	megestrol	progesterone receptor agonist
5095	0	cp	BRD-K90543092	levonorgestrel	Estrogen receptor agonist
5096	0	cp	BRD-K47323024	methapyrilene	Histamine receptor antagonist
5097	0	cp	BRD-K36862742	hydroflumethiazide	Sodium/potassium/chloride transporter inhibitor
5098	0	cp	BRD-K53790871	triamcinolone	Glucocorticoid receptor agonist
5099	0	cp	BRD-K10016611	pyridine-2-aldoxime	Acetylcholinesterase inhibitor
5100	0	cp	BRD-K94353609	fluocinolone	Glucocorticoid receptor agonist
5101	0	cp	BRD-A65013509	oxybutynin	Acetylcholine receptor antagonist
5102	0	cp	BRD-K91601245	mercaptopurine	Immunosuppressant
5103	0	cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor
5104	0	cp	BRD-A25576662	streptozotocin	DNA alkylating agent
5105	0	cp	BRD-K83988098	alvespimycin	HSP inhibitor
5106	0	cp	BRD-K24994810	androstenol	GABA receptor modulator
5107	0	cp	BRD-K07888107	depudecin	HDAC inhibitor
5108	0	cp	BRD-A02333338	cyclopamine	Smoothened receptor antagonist
5109	0	cp	BRD-K79254416	decitabine	DNA methyltransferase inhibitor
5110	0	cp	BRD-K37456065	VU-0365114-2	M5 modulator
5111	0	cp	BRD-K67844266	MLN-4924	Nedd activating enzyme inhibitor
5112	0	cp	BRD-K36927236	glibenclamide	Sulfonylurea
5113	0	cp	BRD-K47207162	zimelidine	Serotonin reuptake inhibitor
5114	0	cp	BRD-A92585442	RU-28318	Cytochrome P450 inhibitor
5115	0	cp	BRD-K41143549	BRD-K41143549	Glutamate receptor antagonist
5116	0	cp	BRD-K86509404	iso-olomoucine	CDK inhibitor
5121	-0.02	cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist
5123	-0.02	cp	BRD-A75769826	SDM25N	Opioid receptor antagonist
5126	-0.03	cp	BRD-K53972329	ruxolitinib	JAK inhibitor
5127	-0.03	cp	BRD-K59332007	linopirdine	Potassium channel blocker
5128	-0.03	cp	BRD-K02637541	celecoxib	Cyclooxygenase inhibitor
5129	-0.04	cp	BRD-K24132293	piperlongumine	Glutathione transferase inhibitor
5134	-0.07	cp	BRD-A64297288	amlodipine	Calcium channel blocker
5135	-0.07	cp	BRD-K36616567	doxepin	Histamine receptor antagonist
5136	-0.07	cp	BRD-K29458283	chlorambucil	DNA inhibitor
5137	-0.07	cp	BRD-K60762818	desipramine	Tricyclic antidepressant
5138	-0.07	cp	BRD-A59303141	quinethazone	Thiazide diuretic
5146	-0.11	cp	BRD-K30240666	clemastine	Histamine receptor antagonist
5148	-0.11	cp	BRD-A31159102	fluoxetine	Selective serotonin reuptake inhibitor (SSRI)
5149	-0.11	cp	BRD-K98530306	clonidine	Adrenergic receptor agonist
5150	-0.13	cp	BRD-A47829399	artesunate	DNA synthesis inhibitor
5154	-0.14	cp	BRD-K37991163	paroxetine	Selective serotonin reuptake inhibitor (SSRI)
5155	-0.14	cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor
5156	-0.15	cp	BRD-K51313569	palbociclib	CDK inhibitor
5158	-0.18	cp	BRD-K30563334	rifabutin	Protein synthesis inhibitor
5159	-0.18	cp	BRD-K92301463	16,16-dimethylprostaglandin-e2	Prostanoid receptor agonist
5160	-0.18	cp	BRD-K66353228	zoxazolamine	Myorelaxant
5161	-0.18	cp	BRD-K59522102	piperine	Monoamine oxidase inhibitor
5162	-0.18	cp	BRD-K19227686	phenolphthalein	Indicator dye
5163	-0.21	cp	BRD-K15108141	gemcitabine	Ribonucleotide reductase inhibitor
5165	-0.25	cp	BRD-K12079898	PD-160170	Neuropeptide receptor antagonist
5166	-0.25	cp	BRD-A50675702	fipronil	GABA gated chloride channel blocker
5167	-0.25	cp	BRD-A67799922	phenoxybenzamine	Adrenergic receptor antagonist
5168	-0.28	cp	BRD-K94887716	TFMPP	Serotonin receptor agonist
5169	-0.28	cp	BRD-A19661776	mianserin	Serotonin receptor antagonist
5170	-0.28	cp	BRD-K35941380	methysergide	Serotonin receptor antagonist
5173	-0.28	cp	BRD-A36217750	sulfinpyrazone	Uricosuric blocker
5174	-0.28	cp	BRD-K35723520	darinaparsin	Apoptosis stimulant
5175	-0.28	cp	BRD-K41731458	triclosan	Enoyl-[acyl-carrier-protein] reductase [NADH] inhibitor
5181	-0.32	cp	BRD-A41833852	naloxone	Opioid receptor antagonist
5182	-0.32	cp	BRD-K95202259	ML-3163	p38 MAPK inhibitor
5183	-0.32	cp	BRD-K74195153	irsogladine	Phosphodiesterase inhibitor
5184	-0.32	cp	BRD-K29313308	HDAC3-selective	HDAC inhibitor
5185	-0.35	cp	BRD-A44133049	azasetron	Serotonin receptor antagonist
5186	-0.35	cp	BRD-A36318220	necrostatin-1	RIPK inhibitor
5187	-0.35	cp	BRD-K17796732	JWH-015	Cannabinoid receptor agonist
5188	-0.35	cp	BRD-K82036761	sertraline	Serotonin receptor antagonist
5189	-0.35	cp	BRD-A51714012	venlafaxine	Adrenergic inhibitor
5192	-0.39	cp	BRD-M72442222	vicriviroc	CC chemokine receptor antagonist
5193	-0.39	cp	BRD-K62959606	sphingosine	Ceramidase inhibitor
5194	-0.39	cp	BRD-K40901640	cinanserin	Serotonin receptor antagonist
5198	-0.42	cp	BRD-K86887724	dofetilide	Potassium channel blocker
5199	-0.42	cp	BRD-K34437622	BRD-K34437622	Thymidylate synthase inhibitor
5200	-0.42	cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor
5201	-0.42	cp	BRD-K03670461	tyrphostin-AG-82	EGFR inhibitor
5205	-0.42	cp	BRD-A42759514	ornidazole	Antiprotozoal
5208	-0.46	cp	BRD-K02113016	olaparib	PARP inhibitor
5209	-0.46	cp	BRD-K28806945	L-750667	Dopamine receptor antagonist
5211	-0.49	cp	BRD-K97354755	SU-6656	SRC inhibitor
5212	-0.49	cp	BRD-K92015269	GBR-12783	Dopamine uptake inhibitor
5213	-0.49	cp	BRD-K76587808	fraxetin	Antioxidant
5216	-0.53	cp	BRD-K59456551	methotrexate	Dihydrofolate reductase inhibitor
5217	-0.53	cp	BRD-A00520476	otenzepad	Acetylcholine receptor antagonist
5218	-0.53	cp	BRD-K25224017	pirenperone	Serotonin receptor antagonist
5219	-0.53	cp	BRD-A73741725	exemestane	Aromatase inhibitor
5221	-0.53	cp	BRD-K61250553	loperamide	Opioid receptor agonist
5224	-0.56	cp	BRD-K61323504	SB-225002	CC chemokine receptor antagonist
5225	-0.56	cp	BRD-K63165456	norcyclobenzaprine	Adrenergic receptor agonist
5226	-0.56	cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist
5227	-0.56	cp	BRD-A70514680	articaine	Local anesthetic
5236	-0.6	cp	BRD-K18316707	O-1918	Cannabinoid receptor antagonist
5237	-0.6	cp	BRD-A96456596	FPL-55712	Leukotriene receptor antagonist
5238	-0.6	cp	BRD-K14221570	benzopurpurin-4b	HIV entry inhibitor
5242	-0.6	cp	BRD-K91263825	nortriptyline	Tricyclic antidepressant
5243	-0.6	cp	BRD-A30205217	ethotoin	Hydantoin antiepileptic
5245	-0.63	cp	BRD-A41692738	TGX-221	PI3K inhibitor
5246	-0.63	cp	BRD-A85025557	NCS-382	GABA receptor antagonist
5247	-0.63	cp	BRD-K74765201	tomelukast	Leukotriene receptor antagonist
5251	-0.63	cp	BRD-A58048407	nimodipine	Calcium channel blocker
5255	-0.65	cp	BRD-A49160188	donepezil	Acetylcholinesterase inhibitor
5256	-0.67	cp	BRD-K10961822	latanoprost	Prostanoid receptor agonist
5257	-0.67	cp	BRD-K63195589	tipifarnib	Farnesyltransferase inhibitor
5258	-0.67	cp	BRD-K10042277	desmethylclozapine	Acetylcholine receptor agonist
5259	-0.67	cp	BRD-K81839095	estrone	Estrogen receptor agonist
5261	-0.67	cp	BRD-K68264559	brimonidine	Adrenergic receptor agonist
5271	-0.7	cp	BRD-K68065987	MK-2206	AKT inhibitor
5272	-0.7	cp	BRD-K63504947	semaxanib	VEGFR inhibitor
5273	-0.7	cp	BRD-K88429204	pyrimethamine	Dihydrofolate reductase inhibitor
5274	-0.7	cp	BRD-K77771411	moxonidine	Imidazoline receptor agonist
5275	-0.7	cp	BRD-A80641450	FR-139317	Endothelin receptor antagonist
5276	-0.7	cp	BRD-K94080537	diethyltoluamide	DEET activator of fly antenna ionotropic receptor IR40a
5277	-0.7	cp	BRD-K92760278	riboflavin	Vitamin B
5286	-0.74	cp	BRD-K49328571	dasatinib	BCR-ABL kinase inhibitor
5287	-0.74	cp	BRD-A36630025	SN-38	Topoisomerase inhibitor
5288	-0.74	cp	BRD-K22503835	scriptaid	HDAC inhibitor
5292	-0.78	cp	BRD-K51671335	sulpiride	Dopamine receptor antagonist
5293	-0.78	cp	BRD-A45499626	UBP-302	Glutamate receptor antagonist
5294	-0.78	cp	BRD-K46142322	RS-67333	Serotonin receptor partial agonist
5295	-0.78	cp	BRD-A69960130	bromocriptine	Dopamine receptor agonist
5296	-0.78	cp	BRD-K25394294	oxaprozin	Cyclooxygenase inhibitor
5297	-0.78	cp	BRD-K66788707	fludarabine	DNA synthesis inhibitor
5298	-0.78	cp	BRD-K97764662	PD-173074	FGFR inhibitor
5306	-0.81	cp	BRD-A16934955	nalbuphine	Opioid receptor agonist
5307	-0.81	cp	BRD-K76274772	MAPP-D-erythro	Ceramidase inhibitor
5308	-0.81	cp	BRD-K14282469	LY-165163	Serotonin receptor antagonist
5309	-0.81	cp	BRD-A25143711	hydrocortisone	Glucocorticoid receptor agonist
5310	-0.81	cp	BRD-K32645441	dipropyl-5ct	Serotonin receptor agonist
5316	-0.84	cp	BRD-K55591206	epigallocatechin	Nitric oxide synthase inhibitor
5319	-0.85	cp	BRD-K32795028	1-benzylimidazole	Thromboxane synthase inhibitor
5320	-0.85	cp	BRD-K25741894	skimmianine	Acetylcholinesterase inhibitor
5321	-0.85	cp	BRD-A62021152	WAY-161503	Serotonin receptor agonist
5322	-0.85	cp	BRD-A78942461	ICI-118551	Adrenergic receptor antagonist
5323	-0.85	cp	BRD-K36740062	GSK-1070916	Aurora kinase inhibitor
5324	-0.85	cp	BRD-K35960502	niclosamide	DNA replication inhibitor
5325	-0.87	cp	BRD-A43940795	tetrahydropalmatine	Serotonin release inhibitor
5326	-0.88	cp	BRD-K69690935	curcumin	Cyclooxygenase inhibitor
5327	-0.88	cp	BRD-A79981887	midodrine	Adrenergic receptor agonist
5333	-0.88	cp	BRD-A46393198	tetramisole	Immunostimulant
5334	-0.88	cp	BRD-A37837077	cyclazosin	Adrenergic receptor antagonist
5335	-0.88	cp	BRD-K31553034	zibotentan	Endothelin receptor antagonist
5336	-0.88	cp	BRD-K12102668	nialamide	Monoamine oxidase inhibitor
5341	-0.91	cp	BRD-K06014311	DH-97	Melatonin receptor antagonist
5342	-0.91	cp	BRD-K62929068	6-benzylaminopurine	Purinergic receptor activator
5344	-0.92	cp	BRD-K86191271	cytosporone-b	NUR77 receptor agonist
5345	-0.92	cp	BRD-K70281171	U-99194	Dopamine receptor antagonist
5346	-0.92	cp	BRD-K36009368	NNC-63-0532	Opioid receptor agonist
5349	-0.92	cp	BRD-K83963101	MLN-8054	Aurora kinase inhibitor
5354	-0.95	cp	BRD-K49481516	galantamine	Acetylcholinesterase inhibitor
5355	-0.95	cp	BRD-K79684402	RO-10-5824	Dopamine receptor agonist
5356	-0.95	cp	BRD-K40578143	GR-79236	Adenosine receptor agonist
5357	-0.95	cp	BRD-K97061094	azacyclonol	Histamine receptor antagonist
5358	-0.97	cp	BRD-A71657825	2-(biphenyl-4-ylsulfonamido)pentanedioic-acid	Matrix metalloprotease inhibitor
5365	-0.99	cp	BRD-K89125793	tinidazole	Antiprotozoal
5366	-0.99	cp	BRD-K27184429	levocetirizine	Histamine receptor antagonist
5367	-0.99	cp	BRD-A11135865	nor-binaltorphimine	Opioid receptor antagonist
5368	-0.99	cp	BRD-K48722258	dilazep	Adenosine reuptake inhibitor
5371	-1.02	cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor
5372	-1.02	cp	BRD-A58955223	sulforaphane	Antineoplastic
5373	-1.02	cp	BRD-K28115081	apafant	Platelet activating factor receptor antagonist
5374	-1.02	cp	BRD-K30189597	SYK-inhibitor	SYK inhibitor
5375	-1.02	cp	BRD-A49370193	RO-60-0175	Serotonin receptor agonist
5376	-1.02	cp	BRD-K39339537	epirizole	Cyclooxygenase inhibitor
5385	-1.06	cp	BRD-A11990600	lorazepam	Benzodiazepine receptor agonist
5386	-1.06	cp	BRD-K51918615	iodophenpropit	Histamine receptor antagonist
5390	-1.06	cp	BRD-K49865102	PD-0325901	MEK inhibitor
5391	-1.06	cp	BRD-K47983010	BX-795	IKK inhibitor
5392	-1.08	cp	BRD-K37618799	MRS-1220	Adenosine receptor antagonist
5395	-1.09	cp	BRD-K31627533	rimexolone	Glucocorticoid receptor agonist
5396	-1.09	cp	BRD-K21283037	riluzole	Glutamate inhibitor
5397	-1.09	cp	BRD-K91699951	benzonatate	Local anesthetic
5398	-1.1	cp	BRD-K66766661	17-beta-estradiol	Estrogen receptor agonist
5403	-1.11	cp	BRD-K81847782	scandenin	Plant compound with antimicrobial activity
5405	-1.13	cp	BRD-A24429032	HEAT	Adrenergic receptor antagonist
5406	-1.13	cp	BRD-A99177642	deltaline	Acetylcholine receptor antagonist
5407	-1.13	cp	BRD-K39733634	L-161982	Prostanoid receptor antagonist
5409	-1.13	cp	BRD-K97752965	nicorandil	Nitric oxide donor
5410	-1.14	cp	BRD-K47192521	icosapent	Platelet aggregation inhibitor
5413	-1.16	cp	BRD-K37814297	acepromazine	Dopamine receptor antagonist
5414	-1.16	cp	BRD-K68620903	dydrogesterone	Progesterone receptor agonist
5415	-1.16	cp	BRD-K37447567	hydrocotarnine	Opioid receptor antagonist
5417	-1.16	cp	BRD-K55044200	amoxicillin	Penicillin binding protein inhibitor
5418	-1.16	cp	BRD-K67783091	haloperidol	Dopamine receptor antagonist
5427	-1.2	cp	BRD-K90382497	GW-843682X	PLK inhibitor
5428	-1.2	cp	BRD-K79930101	GW-583340	EGFR inhibitor
5429	-1.2	cp	BRD-K63792901	arecaidine	Acetylcholine receptor agonist
5430	-1.2	cp	BRD-A09056319	alfuzosin	Adrenergic receptor antagonist
5431	-1.21	cp	BRD-A24543851	nornicotine	Acetylcholine receptor agonist
5436	-1.23	cp	BRD-K34415467	trimethobenzamide	Histamine receptor antagonist
5437	-1.23	cp	BRD-K83322645	L-693403	Sigma receptor agonist
5438	-1.23	cp	BRD-K92726801	hydrastinine	Haemostatic agent
5439	-1.23	cp	BRD-K28578425	cilostamide	Phosphodiesterase inhibitor
5440	-1.23	cp	BRD-A91699651	chloroquine	Antimalarial
5441	-1.23	cp	BRD-K28183345	proguanil	Dihydrofolate reductase inhibitor
5442	-1.24	cp	BRD-K30296925	flavokavain-b	Antineoplastic
5443	-1.25	cp	BRD-A08877921	cephalotaxine	Protein synthesis inhibitor
5446	-1.27	cp	BRD-A39172021	ampiroxicam	Cyclooxygenase inhibitor
5447	-1.27	cp	BRD-K08417745	SID-26681509	Cathepsin inhibitor
5448	-1.27	cp	BRD-K26669427	WR-216174	PFMRK inhibitor
5449	-1.27	cp	BRD-A63836183	PD-123319	Angiotensin receptor antagonist
5450	-1.27	cp	BRD-K92138166	mammea-a	other antibiotic
5451	-1.27	cp	BRD-K87158025	benzamil	Sodium channel blocker
5452	-1.27	cp	BRD-A05186015	bupropion	Dopamine uptake inhibitor
5453	-1.27	cp	BRD-K48692744	NU-1025	PARP inhibitor
5454	-1.28	cp	BRD-K34441861	moexipril	ACE inhibitor
5458	-1.3	cp	BRD-U73238814	QL-XI-92	DDR1 inhibitor
5459	-1.3	cp	BRD-K04412738	tramadol	Norepinephrine reuptake inhibitor
5460	-1.3	cp	BRD-A28422058	L-689560	Glutamate receptor antagonist
5461	-1.3	cp	BRD-K94379058	BML-190	Cannabinoid receptor inverse agonist
5467	-1.32	cp	BRD-K63923597	barasertib	Aurora kinase inhibitor
5470	-1.34	cp	BRD-A87387433	cefpodoxime	Bacterial cell wall synthesis inhibitor
5471	-1.34	cp	BRD-K10177585	PSB-11	Adenosine receptor antagonist
5477	-1.37	cp	BRD-K14765469	vesamicol	Acetylcholinesterase inhibitor
5478	-1.37	cp	BRD-K08998509	fananserin	Dopamine receptor antagonist
5482	-1.37	cp	BRD-K35531059	molsidomine	Guanylyl cyclase activator
5486	-1.39	cp	BRD-K38003476	clocortolone	Glucocorticoid receptor agonist
5487	-1.41	cp	BRD-A56892734	esomeprazole	ATPase inhibitor
5488	-1.43	cp	BRD-A15297126	fluocinonide	Glucocorticoid receptor agonist
5490	-1.44	cp	BRD-K26674531	GR-235	Estrogen receptor agonist
5491	-1.44	cp	BRD-A45140972	meclocycline	Bacterial 30S ribosomal subunit inhibitor
5492	-1.44	cp	BRD-A95445494	maackiain	Sodium/glucose cotransporter inhibitor
5501	-1.48	cp	BRD-K02227374	milnacipran	Serotonin reuptake inhibitor
5502	-1.48	cp	BRD-K27710560	splitomycin	SIRT inhibitor
5504	-1.49	cp	BRD-K38903228	hesperidin	Flavanone glycoside
5505	-1.5	cp	BRD-K07220430	cinnarizine	Calcium channel blocker
5508	-1.51	cp	BRD-A41112154	oleanolic-acid	G protein-coupled receptor agonist
5510	-1.52	cp	BRD-K68437527	EMF-bca1-60	caspase inhibitor
5511	-1.52	cp	BRD-K89375097	pirenzepine	Acetylcholine receptor antagonist
5512	-1.52	cp	BRD-K78633253	EXO-1	ARF inhibitor
5513	-1.52	cp	BRD-K09497549	kawain	Calcium channel modulator
5514	-1.52	cp	BRD-K90574421	ipsapirone	Serotonin receptor agonist
5515	-1.52	cp	BRD-A80793822	pemoline	Dopamine receptor agonist
5527	-1.55	cp	BRD-A52588987	SKF-83566	Dopamine receptor antagonist
5528	-1.55	cp	BRD-K54771420	glycocholic-acid	Cholesterol inhibitor
5536	-1.57	cp	BRD-K12513978	fenbufen	Cyclooxygenase inhibitor
5541	-1.59	cp	BRD-K14681867	somatostatin	Somatostatin receptor agonist
5542	-1.59	cp	BRD-A72441487	stiripentol	GABA uptake inhibitor
5543	-1.59	cp	BRD-K88789588	letrozole	Aromatase inhibitor
5545	-1.6	cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor
5549	-1.62	cp	BRD-K30743633	TCPOBOP	CAR agonist
5550	-1.62	cp	BRD-A56987319	SQ-22536	Adenylyl cyclase inhibitor
5551	-1.62	cp	BRD-K53913732	SB-408124	Orexin receptor antagonist
5554	-1.62	cp	BRD-K15502390	nevirapine	Reverse transcriptase inhibitor
5556	-1.64	cp	BRD-K15601958	SEW-2871	Lysophospholipid receptor agonist
5559	-1.66	cp	BRD-A22256192	terazosin	Adrenergic receptor antagonist
5560	-1.66	cp	BRD-K36965586	m-chlorophenylbiguanide	Serotonin receptor agonist
